"Story","Title","Result","Date","Stability","Duration (s)"
"Yo como usuario quiero registrarme, iniciar sesion y agregar productos al carrito","Realizar registro exitoso del usuario","SUCCESS","2023-01-30T10:01:46.053-05:00[America/Bogota]","0.0","85.54"
