"Story","Title","Result","Date","Stability","Duration (s)"
"Yo como usuario quiero registrarme, iniciar sesion y agregar productos al carrito","Realizar registro exitoso del usuario","PENDING","2023-01-24T13:46:41.919-05:00[America/Bogota]","0.0","0.11"
