"Story","Title","Result","Date","Stability","Duration (s)"
"Yo como usuario quiero registrarme, iniciar sesion y agregar productos al carrito","Iniciar sesion exitosamente","ERROR","2023-01-26T14:14:30.016-05:00[America/Bogota]","0.0","1.94"
