"Story","Title","Result","Date","Stability","Duration (s)"
"Yo como usuario quiero registrarme, iniciar sesion y agregar productos al carrito","Agregar un producto al carrito","PENDING","2023-01-22T19:24:49.306-05:00[America/Bogota]","0.0","0.13"
