"Story","Title","Result","Date","Stability","Duration (s)"
"Yo como usuario quiero registrarme, iniciar sesion y agregar productos al carrito","Agregar un producto al carrito","SUCCESS","2023-01-25T16:56:09.117-05:00[America/Bogota]","0.0","76.49"
