"Story","Title","Result","Date","Stability","Duration (s)"
"Yo como usuario quiero registrarme, iniciar sesion y agregar productos al carrito","Realizar registro exitoso del usuario","ERROR","2023-01-30T10:00:56.724-05:00[America/Bogota]","0.0","3.45"
