"Story","Title","Result","Date","Stability","Duration (s)"
"Yo como usuario quiero registrarme, iniciar sesion y agregar productos al carrito","Iniciar sesion exitosamente","FAILURE","2023-01-24T17:23:31.403-05:00[America/Bogota]","0.0","30.1"
