"Story","Title","Result","Date","Stability","Duration (s)"
"Yo como usuario quiero registrarme, iniciar sesion y agregar productos al carrito","Iniciar sesion exitosamente","PENDING","2023-01-22T19:22:43.5-05:00[America/Bogota]","0.0","0.26"
