"Story","Title","Result","Date","Stability","Duration (s)"
"Yo como usuario quiero registrarme, iniciar sesion y agregar productos al carrito","Realizar registro exitoso del usuario","FAILURE","2023-01-24T20:41:38.487-05:00[America/Bogota]","0.0","180.55"
