"Story","Title","Result","Date","Stability","Duration (s)"
"Yo como usuario quiero registrarme, iniciar sesion y agregar productos al carrito","Agregar un producto al carrito","FAILURE","2023-01-30T10:04:50.399-05:00[America/Bogota]","0.0","94.29"
